#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Batrachochytrium salamandrivorans	1357716	PRJNA610831	610831	Fungi	Other Fungi	34.923	42.3	GCA_020617195.1	-	JAFDOU01	1173	10524	10270	2021/10/26	2021/10/26	Scaffold	Ghent University	SAMN14316978
Neocallimastix californiae	1754190	PRJNA530070	530070	Fungi	Other Fungi	82.7249	17.3	GCA_027248785.1	-	JAPUUS01	16604	-	-	2022/12/22	2022/12/22	Scaffold	University of California, Santa Barbara	SAMN31425319
Lasiodiplodia theobromae	45133	PRJNA339237	339237	Fungi	Ascomycetes	43.2834	54.8	GCA_002111425.1	-	MDYX01	29	12902	12892	2017/04/25	2020/12/01	Scaffold	Beijing Academy of Agriculture and Forestry Sciences	SAMN05589936
Ophidiomyces ophidiicola	1387563	PRJNA858125	858125	Fungi	Ascomycetes	21.6448	47.6405	GCA_022832115.1	mitochondrion MT:CM040736.1	JALBCG01	82	6892	6780	2022/04/06	2022/04/07	Scaffold	NCBI	SAMN23192458
Cryphonectria radicalis	40262	PRJNA644891	644891	Fungi	Ascomycetes	40.7694	53.3	GCA_014849275.1	-	JACWQV01	954	-	-	2020/10/05	2020/10/19	Scaffold	Swiss Federal Research Institute WSL	SAMN15481983
Colletotrichum fructicola	690256	PRJNA670752	670752	Fungi	Ascomycetes	58.9529	53	GCA_012932255.1	-	QLYQ01	600	16137	16137	2020/04/29	2020/04/29	Scaffold	NCBI	SAMN09448926
Rhodotorula kratochvilovae	86836	PRJNA644637	644637	Fungi	Basidiomycetes	21.6669	67.5	GCA_019775375.1	-	JACWFW01	381	-	-	2021/08/26	2021/08/26	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN15543681
Rhizopogon rudus	181343	PRJNA436024	436024	Fungi	Basidiomycetes	33.1934	-	GCA_002995175.1	-	PVYB01	21717	-	-	2018/03/13	2018/03/13	Scaffold	Oregon State University	SAMN08611246
Elsinoe australis	40998	PRJNA419078	419078	Fungi	Ascomycetes	26.6264	50.7	GCA_005382405.1	-	PTQR01	484	9655	9593	2019/05/15	2019/05/15	Scaffold	Charles Sturt University	SAMN08323602
Pyrrhoderma noxium OVT-YTM/97	1417759	PRJNA226629	226629	Fungi	Basidiomycetes	31.2593	41.6	GCA_000507345.1	-	AYOR01	1434	-	-	2013/12/13	2014/08/04	Contig	The Chinese University of Hong Kong	SAMN02393366
Aspergillus unguis	40381	PRJNA833221	833221	Fungi	Ascomycetes	25.6689	50.4	GCA_023624955.1	-	JAMABI01	78	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963361
Parastagonospora avenae f. sp. tritici	54790	PRJNA476481	476481	Fungi	Ascomycetes	43.4248	46.7	GCA_003502495.1	-	QVWV01	12495	-	-	2018/09/07	2018/09/07	Scaffold	Centre for Crop & Disease Management, Curtin University	SAMN09435538
Saitozyma podzolica	1890683	PRJEB34750	596143	Fungi	Basidiomycetes	33.3988	60.4	GCA_902501255.1	-	CABVTP01	280	-	-	2019/12/16	2019/12/16	Scaffold	UNIVERSITY OF NOTTINGHAM	SAMEA6056421
Ascochyta lentis	205686	PRJNA717146	717146	Fungi	Ascomycetes	44.0427	47.9	GCA_022606885.1	-	JAGKIH01	176	-	-	2022/03/17	2022/03/17	Contig	Curtin University	SAMN18477940
Alternaria tenuissima	119927	PRJNA360212	360212	Fungi	Ascomycetes	33.9427	51.1	GCA_004154745.1	-	PDXA01	345	13028	13080	2019/02/11	2019/02/11	Scaffold	NIAB-East Malling Research	SAMN06205221
Alternaria gaisen	167740	PRJNA770253	770253	Fungi	Ascomycetes	33.6034	51	GCA_022345385.1	-	JAJAUU01	215	-	-	2022/02/20	2022/02/20	Scaffold	Beijing Forestry University	SAMN22212316
Talaromyces funiculosus	28572	PRJNA833221	833221	Fungi	Ascomycetes	28.5282	46.5	GCA_023624025.1	-	JAMADO01	387	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963499
Fusarium xylarioides	221167	PRJNA659227	659227	Fungi	Ascomycetes	61.0061	42	GCA_018296265.1	-	JADFTU01	18893	14760	14780	2021/05/06	2021/05/06	Contig	Imperial College London	SAMN15901435
Colletotrichum siamense	690259	PRJNA670752	670752	Fungi	Ascomycetes	58.1537	52.3	GCA_013201795.1	-	QPMS01	199	15056	15056	2020/06/01	2020/06/01	Scaffold	NCBI	SAMN09531627
Aspergillus tamarii	41984	PRJNA529233	529233	Fungi	Ascomycetes	38.1753	47.6	GCA_008973505.1	-	VYTV01	910	-	-	2019/10/11	2019/10/11	Scaffold	Universidad de Antioquia	SAMN11259694
Saccharomyces eubayanus x Saccharomyces uvarum	1911678	PRJNA522928	522928	Fungi	Ascomycetes	12.8075	40	GCA_009667195.1	-	VZXL01	845	-	-	2019/11/18	2019/11/18	Scaffold	University of Wisconsin-Madison	SAMN10973914
Saccharomyces cerevisiae x Saccharomyces eubayanus	1684324	PRJNA522928	522928	Fungi	Ascomycetes	23.1623	39	GCA_009665565.1	-	VZUZ01	2523	-	-	2019/11/18	2019/11/18	Scaffold	University of Wisconsin-Madison	SAMN10973792
Neurospora sp. CHS-2018c	2304651	PRJNA487060	487060	Fungi	Ascomycetes	58.3478	44.3	GCA_009803445.1	-	RAMA01	839	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882640
Neurospora cerealis	29881	PRJNA487060	487060	Fungi	Ascomycetes	39.2851	51.6	GCA_009806125.1	-	RAPA01	141	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882649
Neurospora tetraspora	94610	PRJNA487060	487060	Fungi	Ascomycetes	43.7065	48.7	GCA_009802715.1	-	RAKX01	436	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882679
Neurospora sp. CHS-2018b	2304650	PRJNA487060	487060	Fungi	Ascomycetes	48.5623	47.2	GCA_009801725.1	-	RAJH01	611	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882601
Neurospora sp. CHS-2018a	2304649	PRJNA487060	487060	Fungi	Ascomycetes	53.2167	45.5	GCA_009801875.1	-	RAJM01	1123	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882595
Clarireedia jacksonii	2036908	PRJNA288039	288039	Fungi	Ascomycetes	35.8872	46.1	GCA_002242995.1	-	LLKE01	4289	-	-	2017/08/07	2020/04/27	Scaffold	Rutgers University	SAMN03792991
Blastomyces emzantsi	2723674	PRJNA450721	450721	Fungi	Ascomycetes	27.6543	47.1	GCA_003206195.1	-	QGQF01	3274	-	-	2018/06/11	2018/06/11	Scaffold	National Institute for Communicable Diseases	SAMN08919247
Calonectria ilicicola	182845	PRJNA767210	767210	Fungi	Ascomycetes	69.7882	46.5	GCA_021019265.1	-	JAIZDH01	287	-	-	2021/12/01	2021/12/01	Contig	Beijing Forestry University	SAMN21894360
Aspergillus latus	41734	PRJNA542678	542678	Fungi	Ascomycetes	73.3676	50.6	GCA_013305975.1	-	VCRI01	22574	-	-	2020/06/09	2020/06/09	Scaffold	Vanderbilt University	SAMN11615381
Fusarium falciforme	195108	PRJNA511036	511036	Fungi	Ascomycetes	48.1998	52.2	GCA_013363125.1	-	JABEEK01	3427	-	-	2020/06/19	2020/10/30	Scaffold	US Department of Agriculture, Agriculture Research Service	SAMN14069558
Ophiocordycipitaceae sp.	1907519	PRJNA810309	810309	Fungi	Ascomycetes	5.18331	59.6	GCA_029292985.1	-	DAGXBP01	938	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26302862
uncultured Malassezia	338567	PRJEB35744	667380	Fungi	Basidiomycetes	7.03198	57.9	GCA_902712325.1	-	CACTHG01	536	-	-	2020/10/10	2021/02/22	Contig	European Bioinformatics Institute	SAMEA6412668
Ascochyta koolunga	2654375	PRJNA506611	506611	Fungi	Ascomycetes	50.5374	29	GCA_004151165.1	-	RWYX01	21399	-	-	2019/02/08	2019/02/08	Contig	Curtin University	SAMN10465104
Fusarium cf. solani	1715230	PRJNA412392	412392	Fungi	Ascomycetes	56.4892	51.3	GCA_011033925.1	-	WETJ01	8039	-	-	2020/02/27	2021/01/07	Scaffold	Cook Lab - University of California at Davis	SAMN07711048
Fusarium cf. falciforme	2778372	PRJNA412392	412392	Fungi	Ascomycetes	59.3601	48.8	GCA_011036445.1	-	WEYN01	3099	-	-	2020/02/27	2021/01/07	Scaffold	Cook Lab - University of California at Davis	SAMN07710946
Orbilia oligospora	2813651	PRJNA577787	577787	Fungi	Ascomycetes	39.943	43.9	GCA_011066715.1	-	WIWQ01	335	12123	13743	2020/03/06	2020/03/06	Scaffold	Academia Sinica	SAMN13037571
Penicillium palitans	293373	PRJNA723004	723004	Fungi	Ascomycetes	36.453	47.7	GCA_019190185.1	-	JAHAQI01	828	-	-	2021/07/09	2021/07/09	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN18883800
Ogataea haglerorum	1937702	PRJNA756329	756329	Fungi	Ascomycetes	8.8438	49.4	GCA_019207415.1	-	JAHLUU01	43	5389	5389	2021/07/13	2021/07/13	Scaffold	NCBI	SAMN18128845
Blumeria hordei A6	1283758	PRJNA186717	186717	Fungi	Ascomycetes	47.465	43.8	GCA_000401675.1	-	AOLT01	21305	-	-	2013/05/24	2014/08/04	Contig	Max Planck Institute for Plant Breeding Research	SAMN01888387
Didymella pinodella	749633	PRJNA867522	867522	Fungi	Ascomycetes	37.5599	51.3	GCA_026119385.1	-	JANLCA01	45	-	-	2022/11/10	2022/11/10	Scaffold	La Trobe University	SAMN30203659
Nematocida ausubeli	1913371	PRJNA579982	579982	Fungi	Other Fungi	4.49338	38.2	GCA_024243925.1	-	JALPMR01	423	2802	2802	2022/07/13	2022/07/13	Scaffold	University of Toronto	SAMN13280722
Penicillium salamii	1612424	PRJEB44534	840125	Fungi	Ascomycetes	34.3859	47.9	GCA_911175135.1	-	CAJVOR01	511	11798	11067	2022/04/28	2022/04/28	Scaffold	University Paris-Sud	SAMEA8618090
uncultured Leotiomyceta	909218	PRJEB51077	809296	Fungi	Ascomycetes	34.0137	49.1	GCA_937832645.1	-	CALFGO01	3453	-	-	2023/01/03	2023/01/08	Scaffold	European Bioinformatics Institute	SAMEA14030144
Saccharomycetales sp.	1891166	PRJNA810309	810309	Fungi	Ascomycetes	11.137	40	GCA_029293515.1	-	DAGXAN01	822	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329336
Ascomycota sp.	1709939	PRJNA810309	810309	Fungi	Ascomycetes	22.3097	48.3	GCA_029300415.1	-	DAGXGY01	997	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26303027
Saccharomycetaceae sp.	1769366	PRJNA810309	810309	Fungi	Ascomycetes	8.14835	40.4	GCA_029300735.1	-	DAGXGP01	445	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26303018
Saccharomycetaceae sp.	1769366	PRJNA810309	810309	Fungi	Ascomycetes	35.1898	38.8	GCA_029300675.1	-	DAGXGT01	2512	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26303022
Ascomycota sp.	1709939	PRJNA810309	810309	Fungi	Ascomycetes	9.86587	50.8	GCA_029302095.1	-	DAGXEB01	795	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26302928
Saccharomycetales sp.	1891166	PRJNA810309	810309	Fungi	Ascomycetes	11.2085	40	GCA_029296565.1	-	DAGWVG01	840	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26329187
uncultured Leotiomyceta	909218	PRJEB51077	809296	Fungi	Ascomycetes	31.6037	49.2	GCA_937857085.1	-	CALBWX01	3467	-	-	2023/01/03	2023/01/08	Scaffold	European Bioinformatics Institute	SAMEA14030131
Penicillium salamii	1612424	PRJEB44534	840125	Fungi	Ascomycetes	34.7484	47.4	GCA_911197295.1	-	CAJVPF01	404	11553	11044	2022/04/28	2022/04/28	Scaffold	University Paris-Sud	SAMEA8618101
Ogataea haglerorum	1937702	PRJNA756329	756329	Fungi	Ascomycetes	8.8713	49.3	GCA_019207185.1	-	JAHLUG01	60	5422	5422	2021/07/13	2021/07/13	Scaffold	NCBI	SAMN18128860
Penicillium palitans	293373	PRJNA723004	723004	Fungi	Ascomycetes	36.4772	47.7	GCA_019191045.1	-	JAHARK01	802	-	-	2021/07/09	2021/07/09	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN18883771
Orbilia oligospora	2813651	PRJNA526704	526704	Fungi	Ascomycetes	39.4802	44.2	GCA_011066735.1	-	JAABOI01	273	12079	13604	2020/03/06	2020/03/06	Scaffold	Academia Sinica	SAMN11107059
Fusarium cf. falciforme	2778372	PRJNA412392	412392	Fungi	Ascomycetes	59.3132	48.9	GCA_011033595.1	-	WESX01	2161	-	-	2020/02/27	2021/01/07	Scaffold	Cook Lab - University of California at Davis	SAMN07711027
Fusarium cf. solani	1715230	PRJNA412392	412392	Fungi	Ascomycetes	59.5902	52.4	GCA_011033625.1	-	WESU01	7839	-	-	2020/02/27	2021/01/07	Scaffold	Cook Lab - University of California at Davis	SAMN07711022
Ascochyta koolunga	2654375	PRJNA506611	506611	Fungi	Ascomycetes	43.8337	28.9	GCA_004151145.1	-	RWYW01	23213	-	-	2019/02/08	2019/02/08	Contig	Curtin University	SAMN10465103
uncultured Malassezia	338567	PRJEB38633	655447	Fungi	Basidiomycetes	7.60255	52	GCA_903798055.1	-	CAIGQM01	896	-	-	2020/08/12	2021/03/11	Contig	European Bioinformatics Institute	SAMEA6875687
Ophiocordycipitaceae sp.	1907519	PRJNA810309	810309	Fungi	Ascomycetes	9.89203	60.5	GCA_029292885.1	-	DAGXBU01	2099	-	-	2023/03/20	2023/03/20	Scaffold	Helmholtz Centre for Environmental Research - UFZ	SAMN26302867
Calonectria ilicicola	182845	PRJNA767210	767210	Fungi	Ascomycetes	68.5506	46.6	GCA_021019225.1	-	JAJAHT01	245	-	-	2021/12/01	2021/12/01	Contig	Beijing Forestry University	SAMN21894364
Blastomyces emzantsi	2723674	PRJNA450721	450721	Fungi	Ascomycetes	27.4759	47.1	GCA_003206745.1	-	QGQK01	3172	-	-	2018/06/11	2018/06/11	Scaffold	National Institute for Communicable Diseases	SAMN08919242
Neurospora sp. CHS-2018a	2304649	PRJNA487060	487060	Fungi	Ascomycetes	51.8765	45.9	GCA_009802515.1	-	RAKP01	2596	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882688
Neurospora sp. CHS-2018b	2304650	PRJNA487060	487060	Fungi	Ascomycetes	49.4616	46.8	GCA_009801395.1	-	RAIX01	547	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882615
Neurospora tetraspora	94610	PRJNA487060	487060	Fungi	Ascomycetes	43.6375	48.7	GCA_009802645.1	-	RAKV01	496	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882681
Neurospora cerealis	29881	PRJNA487060	487060	Fungi	Ascomycetes	39.1713	51.6	GCA_009801325.1	-	RAIT01	271	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882620
Neurospora sp. CHS-2018c	2304651	PRJNA487060	487060	Fungi	Ascomycetes	55.9875	45.3	GCA_009801555.1	-	RAJB01	663	-	-	2019/12/27	2019/12/27	Scaffold	University of California, Berkeley	SAMN09882610
Saccharomyces cerevisiae x Saccharomyces eubayanus	1684324	PRJNA522928	522928	Fungi	Ascomycetes	22.4394	39	GCA_009667295.1	-	VZYC01	846	-	-	2019/11/18	2019/11/18	Scaffold	University of Wisconsin-Madison	SAMN10973789
Saccharomyces eubayanus x Saccharomyces uvarum	1911678	PRJNA522928	522928	Fungi	Ascomycetes	12.0588	39.9	GCA_009667045.1	-	VZXG01	516	-	-	2019/11/18	2019/11/18	Scaffold	University of Wisconsin-Madison	SAMN10973923
Colletotrichum siamense	690259	PRJNA670752	670752	Fungi	Ascomycetes	57.6424	52.4	GCA_013201755.1	-	QPMR01	294	15097	15097	2020/06/01	2020/06/01	Scaffold	NCBI	SAMN09531628
Fusarium xylarioides	221167	PRJNA659227	659227	Fungi	Ascomycetes	62.2807	40.9	GCA_018296345.1	-	JADFTX01	20717	14568	14582	2021/05/06	2021/05/06	Contig	Imperial College London	SAMN15901615
Talaromyces funiculosus	28572	PRJNA833221	833221	Fungi	Ascomycetes	28.8581	46.1	GCA_023623845.1	-	JAMADI01	331	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963506
Alternaria gaisen	167740	PRJNA770253	770253	Fungi	Ascomycetes	33.1045	51.1	GCA_022345445.1	-	JAJAUS01	213	-	-	2022/02/20	2022/02/20	Scaffold	Beijing Forestry University	SAMN22212314
Alternaria tenuissima	119927	PRJNA360212	360212	Fungi	Ascomycetes	36.0646	50.9	GCA_004168565.1	-	PDXF01	912	13732	13806	2019/02/11	2019/02/11	Scaffold	NIAB-East Malling Research	SAMN06205226
Ascochyta lentis	205686	PRJNA717146	717146	Fungi	Ascomycetes	45.0156	47.8	GCA_022606875.1	-	JAGKII01	406	-	-	2022/03/17	2022/03/17	Contig	Curtin University	SAMN18477939
Saitozyma podzolica	1890683	PRJEB34750	596143	Fungi	Basidiomycetes	31.8254	60.6	GCA_902501175.1	-	CABVTJ01	195	-	-	2019/12/16	2019/12/16	Scaffold	UNIVERSITY OF NOTTINGHAM	SAMEA6056410
Parastagonospora avenae f. sp. avenae	215456	PRJNA476481	476481	Fungi	Ascomycetes	39.8714	48.3	GCA_003501935.1	-	QVXB01	5767	-	-	2018/09/07	2018/09/07	Scaffold	Centre for Crop & Disease Management, Curtin University	SAMN09435544
Aspergillus unguis	40381	PRJNA475405	475405	Fungi	Ascomycetes	37.0955	49	GCA_003324175.1	-	QLOF01	3116	-	-	2018/07/16	2018/07/16	Contig	CSIR-NIIST	SAMN09388360
Elsinoe australis	40998	PRJNA419078	419078	Fungi	Ascomycetes	26.618	50.7	GCA_005382375.1	-	PTQQ01	495	-	-	2019/05/15	2019/05/15	Scaffold	Charles Sturt University	SAMN08323604
Rhodotorula kratochvilovae	86836	PRJNA644637	644637	Fungi	Basidiomycetes	21.6866	67.5	GCA_019775385.1	-	JACWFV01	406	-	-	2021/08/26	2021/08/26	Scaffold	Jet Propulsion Laboratory, California Institute of Technology	SAMN15543680
Colletotrichum fructicola	690256	PRJNA418608	418608	Fungi	Ascomycetes	55.9157	53.2	GCA_002887685.1	-	PHOC01	1049	-	-	2018/01/17	2018/01/19	Contig	Guangxi Academy of Agricultural Sciences	SAMN08031206
Ophidiomyces ophidiicola	1387563	PRJNA824508	824508	Fungi	Ascomycetes	21.4674	47.8	GCA_028541615.1	-	JAQGEA01	345	-	-	2023/02/07	2023/02/07	Scaffold	University of Central Florida	SAMN27406466
Lasiodiplodia theobromae	45133	PRJNA777748	777748	Fungi	Ascomycetes	43.2446	54.8	GCA_023087405.1	-	JAJMYQ01	171	-	-	2022/04/21	2022/04/21	Scaffold	Shandong Agricultural University	SAMN22899206
Neocallimastix californiae	1754190	PRJNA530070	530070	Fungi	Other Fungi	66.6948	17.9	GCA_027248765.1	-	JAPUUW01	14602	-	-	2022/12/22	2022/12/22	Scaffold	University of California, Santa Barbara	SAMN31425321
Batrachochytrium salamandrivorans	1357716	PRJNA610831	610831	Fungi	Other Fungi	38.3622	42.3	GCA_020617725.1	-	JAFDOT01	1253	11590	11327	2021/10/26	2021/10/26	Scaffold	Ghent University	SAMN14316979
Blastomyces percursus	1658174	PRJNA450721	450721	Fungi	Ascomycetes	32.4822	47.4	GCA_003417775.1	-	QKWI01	4993	-	-	2018/08/22	2018/08/22	Scaffold	National Institute for Communicable Diseases	SAMN09389118
Venturia inaequalis	5025	PRJNA261633	261633	Fungi	Ascomycetes	55.1254	38.1	GCA_001857725.1	-	JRPV01	1012	-	-	2016/10/31	2017/05/17	Scaffold	Venturia comparative genomics consortium	SAMN03080638
Calonectria pseudonaviculata	196064	PRJNA419040	419040	Fungi	Ascomycetes	45.2263	50.1	GCA_004382225.1	-	PHNB01	16359	-	-	2019/03/26	2019/03/26	Scaffold	USDA-ARS	SAMN08040945
Cryptococcus gattii VGII 99/473	1296104	PRJNA191326	191326	Fungi	Basidiomycetes	17.4036	47.8	GCA_000836455.1	-	ASCP01	105	6646	6488	2015/02/10	2015/02/26	Scaffold	Broad Institute	SAMN01932841
Penicillium polonicum	60169	PRJNA833221	833221	Fungi	Ascomycetes	32.0123	25.6	GCA_025768855.1	-	JAMFOO01	481	-	-	2022/10/20	2022/10/20	Scaffold	Dalian Medical University	SAMN27963421
Sporothrix globosa	545651	PRJNA590397	590397	Fungi	Ascomycetes	33.4674	54.4	GCA_021397555.1	-	WMHP01	509	-	-	2022/01/10	2022/01/10	Scaffold	Chongqing Traditional Chinese Medicine Hospital	SAMN13326452
Colletotrichum tofieldiae	708197	PRJNA286731	286731	Fungi	Ascomycetes	52.8362	-	GCA_001625265.1	-	LFIV01	1046	-	-	2016/04/19	2016/05/25	Scaffold	Max Planck Institute for Plant Breeding Research	SAMN03769761
Aspergillus luchuensis	1069201	PRJDB7765	685348	Fungi	Ascomycetes	36.6922	48.8	GCA_016860425.1	-	BJBS01	130	-	-	2021/02/03	2021/07/10	Scaffold	Tokyo Institute of Technology	SAMD00154511
Phaffia rhodozyma	264483	PRJEB43872	724484	Fungi	Basidiomycetes	18.8708	48.7	GCA_913546505.1	-	CAJYCK01	793	-	-	2021/08/20	2021/08/20	Contig	UCIBIO/REQUIMTE	SAMEA8399494
Didymella pinodes	749589	PRJNA506611	506611	Fungi	Ascomycetes	33.8309	52.7	GCA_004151295.1	-	RWYZ01	1705	-	-	2019/02/08	2019/02/08	Contig	Curtin University	SAMN10465096
Talaromyces pinophilus	128442	PRJNA833221	833221	Fungi	Ascomycetes	37.3754	46.5	GCA_023623785.1	-	JAMADF01	327	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963509
Verticillium nonalfalfae	1051616	PRJNA283258	283258	Fungi	Ascomycetes	34.1826	54.4	GCA_002776445.1	-	PDEZ01	409	-	-	2017/11/16	2017/11/16	Scaffold	University of Ljubljana, Biotechnical faculty	SAMN03610599
Purpureocillium lilacinum	33203	PRJNA471744	471744	Fungi	Ascomycetes	35.6887	59.2	GCA_004026455.1	-	SCGX01	318	-	-	2019/01/16	2019/01/16	Scaffold	Jill Banfield's Lab at Berkeley	SAMN09217379
Aspergillus lentulus	293939	PRJNA592352	592352	Fungi	Ascomycetes	31.6087	49.2	GCA_012656445.1	-	JAAAPR01	3674	9739	9739	2020/04/22	2020/04/22	Scaffold	UNICAMP	SAMN13422259
[Cryptococcus] albidus var. albidus	1231661	PRJNA291988	291988	Fungi	Basidiomycetes	24.8072	52.7	GCA_001444555.1	-	LKPZ01	834	-	-	2015/11/17	2016/07/26	Contig	Columbia University	SAMN03956186
[Candida] boidinii	5477	PRJNA359406	359406	Fungi	Ascomycetes	18.8044	32.7	GCA_002008075.1	-	MSSB01	429	5643	5643	2017/02/28	2017/06/12	Scaffold	University of Sassari	SAMN06191614
Saccharomyces eubayanus	1080349	PRJEB48264	905309	Fungi	Ascomycetes	11.7748	39.3	GCA_918298305.1	-	CAKJZP01	17	-	-	2022/11/25	2022/11/26	Scaffold	University of Oslo	SAMN09406237
Penicillium citrinum	5077	PRJNA833221	833221	Fungi	Ascomycetes	32.2211	26.7	GCA_025768355.1	-	JAMFOL01	236	-	-	2022/10/20	2022/10/20	Scaffold	Dalian Medical University	SAMN27963408
Wallemia mellicola	1708541	PRJNA527769	527769	Fungi	Basidiomycetes	9.72218	40	GCA_004918835.1	-	SPRW01	230	4299	4299	2019/04/26	2019/04/26	Contig	Biotechnical Faculty, University of Ljubljana	SAMN11175844
Verticillium longisporum	100787	PRJNA643985	643985	Fungi	Ascomycetes	59.5028	51.5	GCA_018994105.1	-	JAFKAI01	18904	13461	13462	2021/06/22	2021/06/22	Scaffold	University of Goettingen	SAMN15856873
Malassezia furfur	55194	PRJNA779728	779728	Fungi	Basidiomycetes	8.1114	64.4	GCA_023373805.1	-	JAJKFZ01	14	-	-	2022/05/16	2022/05/16	Contig	Barcelona Supercomputing Center	SAMN20207132
Torulaspora pretoriensis	35629	PRJNA623867	623867	Fungi	Ascomycetes	9.00602	44.5	GCA_012851065.1	-	JABBEJ01	60	-	-	2020/04/27	2020/04/27	Scaffold	University College Dublin	SAMN14559812
[Candida] auris	498019	PRJNA541007	541007	Fungi	Ascomycetes	12.4615	45.2917	GCA_016809505.1	chromosome 1:CP050673.1; chromosome 2:CP050674.1; chromosome 3:CP050675.1; chromosome 4:CP050676.1; chromosome 5:CP050677.1; chromosome 6:CP050678.1; chromosome 7:CP050679.1	-	7	5464	5293	2021/02/05	2021/02/05	Complete Genome	Centers for Disease Control and Prevention	SAMN11570381
Colletotrichum acutatum	27357	PRJNA657976	657976	Fungi	Ascomycetes	50.4693	51.5	GCA_020465795.1	-	JACXGO01	474	-	-	2021/10/13	2021/10/13	Contig	AgriBio	SAMN16178577
Clonostachys rosea	29856	PRJEB32493	690311	Fungi	Ascomycetes	53.0691	50.5	GCA_902085965.1	-	CABFNS01	1149	18703	18209	2021/01/25	2021/01/25	Scaffold	SWEDISH UNIVERSITY OF AGRICULTURAL SCIENCES	SAMEA5663345
Lasallia pustulata	136370	PRJEB51077	809296	Fungi	Ascomycetes	31.194	49.1	GCA_937840615.1	-	CALGBA01	820	-	-	2023/01/03	2023/01/08	Scaffold	European Bioinformatics Institute	SAMEA14030114
Phialophora americana	5601	PRJNA674881	674881	Fungi	Ascomycetes	35.1679	53.4	GCA_016110135.1	-	JADWQA01	101	-	-	2020/12/17	2020/12/17	Scaffold	Research Center for Medical Mycology - Peking University First Hospital	SAMN16679397
Rhodotorula mucilaginosa	5537	PRJNA833221	833221	Fungi	Basidiomycetes	19.9809	60.5	GCA_025502865.1	-	JAMFQZ01	126	-	-	2022/09/30	2022/09/30	Scaffold	Dalian Medical University	SAMN27964148
Exophiala spinifera	91928	PRJNA600036	600036	Fungi	Ascomycetes	32.8944	51.6	GCA_010883435.1	-	JAAAJH01	133	-	-	2020/02/20	2020/02/20	Scaffold	Research Center for Medical Mycology - Peking University First Hospital	SAMN13781148
Geotrichum candidum	1173061	PRJNA833221	833221	Fungi	Ascomycetes	23.3931	41.4	GCA_025504415.1	-	JAMFQH01	618	-	-	2022/09/30	2022/09/30	Scaffold	Dalian Medical University	SAMN27964035
Fusarium avenaceum	40199	PRJNA720629	720629	Fungi	Ascomycetes	41.1924	48.4	GCA_018282135.1	-	JAGPUO01	214	11233	11233	2021/05/05	2021/05/05	Scaffold	Virginia Tech	SAMN18673054
Meyerozyma caribbica	66948	PRJNA833221	833221	Fungi	Ascomycetes	10.3663	47.2	GCA_023623325.1	-	JAMACV01	16	-	-	2022/06/01	2022/06/01	Scaffold	Dalian Medical University	SAMN27963583
Penicillium rubens	1108849	PRJEB35151	629935	Fungi	Ascomycetes	30.4577	49	GCA_902636305.1	-	CACPRF01	101	-	-	2020/05/06	2020/05/06	Scaffold	IMPERIAL COLLEGE LONDON	SAMEA6139300
Aureobasidium subglaciale	1042127	PRJNA527935	527935	Fungi	Ascomycetes	26.1131	50.6	GCA_024244255.1	-	SWBC01	181	9239	9239	2022/07/13	2022/07/13	Contig	Biotechnical Faculty, University of Ljubljana	SAMN11264783
